label,category,cost,throughput_kinfs,latency_ms,embed_gb,gpu,cpu,num_gpus,num_nodes,cgra,interconnect,bottleneck
4x6-ch DDR5+A100 40GB@PCIe5,CPU+GPU,14800,1082.781521974643,4.8754845924118175,100,A100 40GB,Xeon-6ch,1,4,,PCIe5,CPU embed
4x6-ch DDR5+A100 40GB@NVLink,CPU+GPU,14800,1082.781521974643,4.084100983522928,100,A100 40GB,Xeon-6ch,1,4,,NVLink,CPU embed
8x6-ch DDR5+A100 40GB@PCIe4,CPU+GPU,19600,2143.1638813311883,3.855795756322434,100,A100 40GB,Xeon-6ch,1,8,,PCIe4,CPU embed
8x6-ch DDR5+A100 40GB@PCIe5,CPU+GPU,19600,2143.1638813311883,3.0038277563224343,100,A100 40GB,Xeon-6ch,1,8,,PCIe5,CPU embed
8x6-ch DDR5+A100 40GB@NVLink,CPU+GPU,19600,2143.1638813311883,2.212444147433545,100,A100 40GB,Xeon-6ch,1,8,,NVLink,CPU embed
16x6-ch DDR5+A100 40GB@PCIe4,CPU+GPU,29200,2403.846153846154,2.9101865776457556,100,A100 40GB,Xeon-6ch,1,16,,PCIe4,transfer
16x6-ch DDR5+A100 40GB@PCIe5,CPU+GPU,29200,4241.992801896121,2.0582185776457553,100,A100 40GB,Xeon-6ch,1,16,,PCIe5,CPU embed
16x6-ch DDR5+A100 40GB@NVLink,CPU+GPU,29200,4241.992801896121,1.2668349687568663,100,A100 40GB,Xeon-6ch,1,16,,NVLink,CPU embed
1x6-ch DDR5+A100 80GB@PCIe4,CPU+GPU,16480,276.3832658569501,16.764602666666665,100,A100 80GB,Xeon-6ch,1,1,,PCIe4,CPU embed
1x6-ch DDR5+A100 80GB@PCIe5,CPU+GPU,16480,276.3832658569501,15.912634666666664,100,A100 80GB,Xeon-6ch,1,1,,PCIe5,CPU embed
1x6-ch DDR5+A100 80GB@NVLink,CPU+GPU,16480,276.3832658569501,15.121251057777776,100,A100 80GB,Xeon-6ch,1,1,,NVLink,CPU embed
2x6-ch DDR5+A100 80GB@PCIe4,CPU+GPU,17400,547.0490775542089,9.432047885133585,100,A100 80GB,Xeon-6ch,1,2,,PCIe4,CPU embed
2x6-ch DDR5+A100 80GB@PCIe5,CPU+GPU,17400,547.0490775542089,8.580079885133586,100,A100 80GB,Xeon-6ch,1,2,,PCIe5,CPU embed
2x6-ch DDR5+A100 80GB@NVLink,CPU+GPU,17400,547.0490775542089,7.788696276244697,100,A100 80GB,Xeon-6ch,1,2,,NVLink,CPU embed
4x6-ch DDR5+A100 80GB@PCIe4,CPU+GPU,19800,1082.781521974643,5.727452592411818,100,A100 80GB,Xeon-6ch,1,4,,PCIe4,CPU embed
4x6-ch DDR5+A100 80GB@PCIe5,CPU+GPU,19800,1082.781521974643,4.8754845924118175,100,A100 80GB,Xeon-6ch,1,4,,PCIe5,CPU embed
4x6-ch DDR5+A100 80GB@NVLink,CPU+GPU,19800,1082.781521974643,4.084100983522928,100,A100 80GB,Xeon-6ch,1,4,,NVLink,CPU embed
8x6-ch DDR5+A100 80GB@PCIe4,CPU+GPU,24600,2143.1638813311883,3.855795756322434,100,A100 80GB,Xeon-6ch,1,8,,PCIe4,CPU embed
8x6-ch DDR5+A100 80GB@PCIe5,CPU+GPU,24600,2143.1638813311883,3.0038277563224343,100,A100 80GB,Xeon-6ch,1,8,,PCIe5,CPU embed
8x6-ch DDR5+A100 80GB@NVLink,CPU+GPU,24600,2143.1638813311883,2.212444147433545,100,A100 80GB,Xeon-6ch,1,8,,NVLink,CPU embed
16x6-ch DDR5+A100 80GB@PCIe4,CPU+GPU,34200,2403.846153846154,2.9101865776457556,100,A100 80GB,Xeon-6ch,1,16,,PCIe4,transfer
16x6-ch DDR5+A100 80GB@PCIe5,CPU+GPU,34200,4241.992801896121,2.0582185776457553,100,A100 80GB,Xeon-6ch,1,16,,PCIe5,CPU embed
16x6-ch DDR5+A100 80GB@NVLink,CPU+GPU,34200,4241.992801896121,1.2668349687568663,100,A100 80GB,Xeon-6ch,1,16,,NVLink,CPU embed
1x8-ch DDR5+RTX 4060@PCIe4,CPU+GPU,3580,423.7876743139901,13.174153391304348,100,RTX 4060,Xeon-8ch,1,1,,PCIe4,CPU embed
1x8-ch DDR5+RTX 4060@PCIe5,CPU+GPU,3580,423.7876743139901,12.322185391304346,100,RTX 4060,Xeon-8ch,1,1,,PCIe5,CPU embed
1x8-ch DDR5+RTX 4060@NVLink,CPU+GPU,3580,423.7876743139901,11.530801782415459,100,RTX 4060,Xeon-8ch,1,1,,NVLink,CPU embed
2x8-ch DDR5+RTX 4060@PCIe4,CPU+GPU,6300,838.8085855831202,8.392052446826252,100,RTX 4060,Xeon-8ch,1,2,,PCIe4,CPU embed
2x8-ch DDR5+RTX 4060@PCIe5,CPU+GPU,6300,838.8085855831202,7.540084446826253,100,RTX 4060,Xeon-8ch,1,2,,PCIe5,CPU embed
2x8-ch DDR5+RTX 4060@NVLink,CPU+GPU,6300,838.8085855831202,6.748700837937363,100,RTX 4060,Xeon-8ch,1,2,,NVLink,CPU embed
4x8-ch DDR5+RTX 4060@PCIe4,CPU+GPU,12300,1660.2650003611193,5.976012038529447,100,RTX 4060,Xeon-8ch,1,4,,PCIe4,CPU embed
4x8-ch DDR5+RTX 4060@PCIe5,CPU+GPU,12300,1660.2650003611193,5.124044038529446,100,RTX 4060,Xeon-8ch,1,4,,PCIe5,CPU embed
4x8-ch DDR5+RTX 4060@NVLink,CPU+GPU,12300,1660.2650003611193,4.3326604296405575,100,RTX 4060,Xeon-8ch,1,4,,NVLink,CPU embed
8x8-ch DDR5+RTX 4060@PCIe4,CPU+GPU,24300,2269.2520775623266,4.755366275862457,100,RTX 4060,Xeon-8ch,1,8,,PCIe4,GPU MLP
8x8-ch DDR5+RTX 4060@PCIe5,CPU+GPU,24300,2269.2520775623266,3.903398275862457,100,RTX 4060,Xeon-8ch,1,8,,PCIe5,GPU MLP
8x8-ch DDR5+RTX 4060@NVLink,CPU+GPU,24300,2269.2520775623266,3.112014666973568,100,RTX 4060,Xeon-8ch,1,8,,NVLink,GPU MLP
16x8-ch DDR5+RTX 4060@PCIe4,CPU+GPU,48300,2269.2520775623266,4.138664637595058,100,RTX 4060,Xeon-8ch,1,16,,PCIe4,GPU MLP
16x8-ch DDR5+RTX 4060@PCIe5,CPU+GPU,48300,2269.2520775623266,3.286696637595058,100,RTX 4060,Xeon-8ch,1,16,,PCIe5,GPU MLP
16x8-ch DDR5+RTX 4060@NVLink,CPU+GPU,48300,2269.2520775623266,2.4953130287061693,100,RTX 4060,Xeon-8ch,1,16,,NVLink,GPU MLP
1x8-ch DDR5+RTX PRO 4500@PCIe4,CPU+GPU,3980,423.7876743139901,12.319153391304347,100,RTX PRO 4500,Xeon-8ch,1,1,,PCIe4,CPU embed
1x8-ch DDR5+RTX PRO 4500@PCIe5,CPU+GPU,3980,423.7876743139901,11.467185391304346,100,RTX PRO 4500,Xeon-8ch,1,1,,PCIe5,CPU embed
1x8-ch DDR5+RTX PRO 4500@NVLink,CPU+GPU,3980,423.7876743139901,10.675801782415459,100,RTX PRO 4500,Xeon-8ch,1,1,,NVLink,CPU embed
2x8-ch DDR5+RTX PRO 4500@PCIe4,CPU+GPU,6700,838.8085855831202,7.5370524468262525,100,RTX PRO 4500,Xeon-8ch,1,2,,PCIe4,CPU embed
2x8-ch DDR5+RTX PRO 4500@PCIe5,CPU+GPU,6700,838.8085855831202,6.685084446826252,100,RTX PRO 4500,Xeon-8ch,1,2,,PCIe5,CPU embed
2x8-ch DDR5+RTX PRO 4500@NVLink,CPU+GPU,6700,838.8085855831202,5.893700837937363,100,RTX PRO 4500,Xeon-8ch,1,2,,NVLink,CPU embed
4x8-ch DDR5+RTX PRO 4500@PCIe4,CPU+GPU,12700,1660.2650003611193,5.121012038529447,100,RTX PRO 4500,Xeon-8ch,1,4,,PCIe4,CPU embed
4x8-ch DDR5+RTX PRO 4500@PCIe5,CPU+GPU,12700,1660.2650003611193,4.269044038529446,100,RTX PRO 4500,Xeon-8ch,1,4,,PCIe5,CPU embed
4x8-ch DDR5+RTX PRO 4500@NVLink,CPU+GPU,12700,1660.2650003611193,3.4776604296405575,100,RTX PRO 4500,Xeon-8ch,1,4,,NVLink,CPU embed
8x8-ch DDR5+RTX PRO 4500@PCIe4,CPU+GPU,24700,2403.846153846154,3.9003662758624573,100,RTX PRO 4500,Xeon-8ch,1,8,,PCIe4,transfer
8x8-ch DDR5+RTX PRO 4500@PCIe5,CPU+GPU,24700,3286.1846180411558,3.048398275862457,100,RTX PRO 4500,Xeon-8ch,1,8,,PCIe5,CPU embed
8x8-ch DDR5+RTX PRO 4500@NVLink,CPU+GPU,24700,3286.1846180411558,2.257014666973568,100,RTX PRO 4500,Xeon-8ch,1,8,,NVLink,CPU embed
16x8-ch DDR5+RTX PRO 4500@PCIe4,CPU+GPU,48700,2403.846153846154,3.283664637595058,100,RTX PRO 4500,Xeon-8ch,1,16,,PCIe4,transfer
16x8-ch DDR5+RTX PRO 4500@PCIe5,CPU+GPU,48700,4311.578947368421,2.431696637595058,100,RTX PRO 4500,Xeon-8ch,1,16,,PCIe5,GPU MLP
16x8-ch DDR5+RTX PRO 4500@NVLink,CPU+GPU,48700,4311.578947368421,1.640313028706169,100,RTX PRO 4500,Xeon-8ch,1,16,,NVLink,GPU MLP
1x8-ch DDR5+RTX 4090@PCIe4,CPU+GPU,5080,423.7876743139901,11.809397293743372,100,RTX 4090,Xeon-8ch,1,1,,PCIe4,CPU embed
1x8-ch DDR5+RTX 4090@PCIe5,CPU+GPU,5080,423.7876743139901,10.95742929374337,100,RTX 4090,Xeon-8ch,1,1,,PCIe5,CPU embed
1x8-ch DDR5+RTX 4090@NVLink,CPU+GPU,5080,423.7876743139901,10.166045684854483,100,RTX 4090,Xeon-8ch,1,1,,NVLink,CPU embed
2x8-ch DDR5+RTX 4090@PCIe4,CPU+GPU,7800,838.8085855831202,7.027296349265277,100,RTX 4090,Xeon-8ch,1,2,,PCIe4,CPU embed
2x8-ch DDR5+RTX 4090@PCIe5,CPU+GPU,7800,838.8085855831202,6.175328349265277,100,RTX 4090,Xeon-8ch,1,2,,PCIe5,CPU embed
2x8-ch DDR5+RTX 4090@NVLink,CPU+GPU,7800,838.8085855831202,5.383944740376387,100,RTX 4090,Xeon-8ch,1,2,,NVLink,CPU embed
4x8-ch DDR5+RTX 4090@PCIe4,CPU+GPU,13800,1660.2650003611193,4.611255940968471,100,RTX 4090,Xeon-8ch,1,4,,PCIe4,CPU embed
4x8-ch DDR5+RTX 4090@PCIe5,CPU+GPU,13800,1660.2650003611193,3.7592879409684707,100,RTX 4090,Xeon-8ch,1,4,,PCIe5,CPU embed
4x8-ch DDR5+RTX 4090@NVLink,CPU+GPU,13800,1660.2650003611193,2.967904332079582,100,RTX 4090,Xeon-8ch,1,4,,NVLink,CPU embed
8x8-ch DDR5+RTX 4090@PCIe4,CPU+GPU,25800,2403.846153846154,3.3906101783014817,100,RTX 4090,Xeon-8ch,1,8,,PCIe4,transfer
8x8-ch DDR5+RTX 4090@PCIe5,CPU+GPU,25800,3286.1846180411558,2.5386421783014814,100,RTX 4090,Xeon-8ch,1,8,,PCIe5,CPU embed
8x8-ch DDR5+RTX 4090@NVLink,CPU+GPU,25800,3286.1846180411558,1.7472585694125922,100,RTX 4090,Xeon-8ch,1,8,,NVLink,CPU embed
16x8-ch DDR5+RTX 4090@PCIe4,CPU+GPU,49800,2403.846153846154,2.7739085400340824,100,RTX 4090,Xeon-8ch,1,16,,PCIe4,transfer
16x8-ch DDR5+RTX 4090@PCIe5,CPU+GPU,49800,4807.692307692308,1.9219405400340823,100,RTX 4090,Xeon-8ch,1,16,,PCIe5,transfer
16x8-ch DDR5+RTX 4090@NVLink,CPU+GPU,49800,6504.388962907387,1.1305569311451933,100,RTX 4090,Xeon-8ch,1,16,,NVLink,CPU embed
1x8-ch DDR5+RTX 5090@PCIe4,CPU+GPU,5780,423.7876743139901,11.712962915113872,100,RTX 5090,Xeon-8ch,1,1,,PCIe4,CPU embed
1x8-ch DDR5+RTX 5090@PCIe5,CPU+GPU,5780,423.7876743139901,10.86099491511387,100,RTX 5090,Xeon-8ch,1,1,,PCIe5,CPU embed
1x8-ch DDR5+RTX 5090@NVLink,CPU+GPU,5780,423.7876743139901,10.069611306224983,100,RTX 5090,Xeon-8ch,1,1,,NVLink,CPU embed
2x8-ch DDR5+RTX 5090@PCIe4,CPU+GPU,8500,838.8085855831202,6.930861970635776,100,RTX 5090,Xeon-8ch,1,2,,PCIe4,CPU embed
2x8-ch DDR5+RTX 5090@PCIe5,CPU+GPU,8500,838.8085855831202,6.078893970635776,100,RTX 5090,Xeon-8ch,1,2,,PCIe5,CPU embed
2x8-ch DDR5+RTX 5090@NVLink,CPU+GPU,8500,838.8085855831202,5.287510361746887,100,RTX 5090,Xeon-8ch,1,2,,NVLink,CPU embed
4x8-ch DDR5+RTX 5090@PCIe4,CPU+GPU,14500,1660.2650003611193,4.5148215623389705,100,RTX 5090,Xeon-8ch,1,4,,PCIe4,CPU embed
4x8-ch DDR5+RTX 5090@PCIe5,CPU+GPU,14500,1660.2650003611193,3.66285356233897,100,RTX 5090,Xeon-8ch,1,4,,PCIe5,CPU embed
4x8-ch DDR5+RTX 5090@NVLink,CPU+GPU,14500,1660.2650003611193,2.8714699534500814,100,RTX 5090,Xeon-8ch,1,4,,NVLink,CPU embed
8x8-ch DDR5+RTX 5090@PCIe4,CPU+GPU,26500,2403.846153846154,3.294175799671981,100,RTX 5090,Xeon-8ch,1,8,,PCIe4,transfer
8x8-ch DDR5+RTX 5090@PCIe5,CPU+GPU,26500,3286.1846180411558,2.442207799671981,100,RTX 5090,Xeon-8ch,1,8,,PCIe5,CPU embed
8x8-ch DDR5+RTX 5090@NVLink,CPU+GPU,26500,3286.1846180411558,1.6508241907830916,100,RTX 5090,Xeon-8ch,1,8,,NVLink,CPU embed
16x8-ch DDR5+RTX 5090@PCIe4,CPU+GPU,50500,2403.846153846154,2.677474161404582,100,RTX 5090,Xeon-8ch,1,16,,PCIe4,transfer
16x8-ch DDR5+RTX 5090@PCIe5,CPU+GPU,50500,4807.692307692308,1.8255061614045818,100,RTX 5090,Xeon-8ch,1,16,,PCIe5,transfer
16x8-ch DDR5+RTX 5090@NVLink,CPU+GPU,50500,6504.388962907387,1.0341225525156927,100,RTX 5090,Xeon-8ch,1,16,,NVLink,CPU embed
1x8-ch DDR5+A100 40GB@PCIe4,CPU+GPU,13280,423.7876743139901,11.609820057971014,100,A100 40GB,Xeon-8ch,1,1,,PCIe4,CPU embed
1x8-ch DDR5+A100 40GB@PCIe5,CPU+GPU,13280,423.7876743139901,10.757852057971013,100,A100 40GB,Xeon-8ch,1,1,,PCIe5,CPU embed
1x8-ch DDR5+A100 40GB@NVLink,CPU+GPU,13280,423.7876743139901,9.966468449082125,100,A100 40GB,Xeon-8ch,1,1,,NVLink,CPU embed
2x8-ch DDR5+A100 40GB@PCIe4,CPU+GPU,16000,838.8085855831202,6.827719113492919,100,A100 40GB,Xeon-8ch,1,2,,PCIe4,CPU embed
2x8-ch DDR5+A100 40GB@PCIe5,CPU+GPU,16000,838.8085855831202,5.975751113492919,100,A100 40GB,Xeon-8ch,1,2,,PCIe5,CPU embed
2x8-ch DDR5+A100 40GB@NVLink,CPU+GPU,16000,838.8085855831202,5.18436750460403,100,A100 40GB,Xeon-8ch,1,2,,NVLink,CPU embed
4x8-ch DDR5+A100 40GB@PCIe4,CPU+GPU,22000,1660.2650003611193,4.411678705196113,100,A100 40GB,Xeon-8ch,1,4,,PCIe4,CPU embed
4x8-ch DDR5+A100 40GB@PCIe5,CPU+GPU,22000,1660.2650003611193,3.559710705196113,100,A100 40GB,Xeon-8ch,1,4,,PCIe5,CPU embed
4x8-ch DDR5+A100 40GB@NVLink,CPU+GPU,22000,1660.2650003611193,2.768327096307224,100,A100 40GB,Xeon-8ch,1,4,,NVLink,CPU embed
8x8-ch DDR5+A100 40GB@PCIe4,CPU+GPU,34000,2403.846153846154,3.191032942529124,100,A100 40GB,Xeon-8ch,1,8,,PCIe4,transfer
8x8-ch DDR5+A100 40GB@PCIe5,CPU+GPU,34000,3286.1846180411558,2.3390649425291237,100,A100 40GB,Xeon-8ch,1,8,,PCIe5,CPU embed
8x8-ch DDR5+A100 40GB@NVLink,CPU+GPU,34000,3286.1846180411558,1.5476813336402344,100,A100 40GB,Xeon-8ch,1,8,,NVLink,CPU embed
16x8-ch DDR5+A100 40GB@PCIe4,CPU+GPU,58000,2403.846153846154,2.5743313042617246,100,A100 40GB,Xeon-8ch,1,16,,PCIe4,transfer
16x8-ch DDR5+A100 40GB@PCIe5,CPU+GPU,58000,4807.692307692308,1.7223633042617246,100,A100 40GB,Xeon-8ch,1,16,,PCIe5,transfer
16x8-ch DDR5+A100 40GB@NVLink,CPU+GPU,58000,6504.388962907387,0.9309796953728356,100,A100 40GB,Xeon-8ch,1,16,,NVLink,CPU embed
1x8-ch DDR5+A100 80GB@PCIe4,CPU+GPU,18280,423.7876743139901,11.609820057971014,100,A100 80GB,Xeon-8ch,1,1,,PCIe4,CPU embed
1x8-ch DDR5+A100 80GB@PCIe5,CPU+GPU,18280,423.7876743139901,10.757852057971013,100,A100 80GB,Xeon-8ch,1,1,,PCIe5,CPU embed
1x8-ch DDR5+A100 80GB@NVLink,CPU+GPU,18280,423.7876743139901,9.966468449082125,100,A100 80GB,Xeon-8ch,1,1,,NVLink,CPU embed
2x8-ch DDR5+A100 80GB@PCIe4,CPU+GPU,21000,838.8085855831202,6.827719113492919,100,A100 80GB,Xeon-8ch,1,2,,PCIe4,CPU embed
2x8-ch DDR5+A100 80GB@PCIe5,CPU+GPU,21000,838.8085855831202,5.975751113492919,100,A100 80GB,Xeon-8ch,1,2,,PCIe5,CPU embed
2x8-ch DDR5+A100 80GB@NVLink,CPU+GPU,21000,838.8085855831202,5.18436750460403,100,A100 80GB,Xeon-8ch,1,2,,NVLink,CPU embed
4x8-ch DDR5+A100 80GB@PCIe4,CPU+GPU,27000,1660.2650003611193,4.411678705196113,100,A100 80GB,Xeon-8ch,1,4,,PCIe4,CPU embed
4x8-ch DDR5+A100 80GB@PCIe5,CPU+GPU,27000,1660.2650003611193,3.559710705196113,100,A100 80GB,Xeon-8ch,1,4,,PCIe5,CPU embed
4x8-ch DDR5+A100 80GB@NVLink,CPU+GPU,27000,1660.2650003611193,2.768327096307224,100,A100 80GB,Xeon-8ch,1,4,,NVLink,CPU embed
8x8-ch DDR5+A100 80GB@PCIe4,CPU+GPU,39000,2403.846153846154,3.191032942529124,100,A100 80GB,Xeon-8ch,1,8,,PCIe4,transfer
8x8-ch DDR5+A100 80GB@PCIe5,CPU+GPU,39000,3286.1846180411558,2.3390649425291237,100,A100 80GB,Xeon-8ch,1,8,,PCIe5,CPU embed
8x8-ch DDR5+A100 80GB@NVLink,CPU+GPU,39000,3286.1846180411558,1.5476813336402344,100,A100 80GB,Xeon-8ch,1,8,,NVLink,CPU embed
16x8-ch DDR5+A100 80GB@PCIe4,CPU+GPU,63000,2403.846153846154,2.5743313042617246,100,A100 80GB,Xeon-8ch,1,16,,PCIe4,transfer
16x8-ch DDR5+A100 80GB@PCIe5,CPU+GPU,63000,4807.692307692308,1.7223633042617246,100,A100 80GB,Xeon-8ch,1,16,,PCIe5,transfer
16x8-ch DDR5+A100 80GB@NVLink,CPU+GPU,63000,6504.388962907387,0.9309796953728356,100,A100 80GB,Xeon-8ch,1,16,,NVLink,CPU embed
1x12-ch DDR5+RTX 4060@PCIe4,CPU+GPU,5580,644.8942869995502,9.86036457142857,100,RTX 4060,EPYC-12ch,1,1,,PCIe4,CPU embed
1x12-ch DDR5+RTX 4060@PCIe5,CPU+GPU,5580,644.8942869995502,9.008396571428571,100,RTX 4060,EPYC-12ch,1,1,,PCIe5,CPU embed
1x12-ch DDR5+RTX 4060@NVLink,CPU+GPU,5580,644.8942869995502,8.217012962539682,100,RTX 4060,EPYC-12ch,1,1,,NVLink,CPU embed
2x12-ch DDR5+RTX 4060@PCIe4,CPU+GPU,10300,1276.4478476264871,6.71784109362868,100,RTX 4060,EPYC-12ch,1,2,,PCIe4,CPU embed
2x12-ch DDR5+RTX 4060@PCIe5,CPU+GPU,10300,1276.4478476264871,5.8658730936286805,100,RTX 4060,EPYC-12ch,1,2,,PCIe5,CPU embed
2x12-ch DDR5+RTX 4060@NVLink,CPU+GPU,10300,1276.4478476264871,5.074489484739791,100,RTX 4060,EPYC-12ch,1,2,,NVLink,CPU embed
4x12-ch DDR5+RTX 4060@PCIe4,CPU+GPU,20300,2269.2520775623266,5.130157396747922,100,RTX 4060,EPYC-12ch,1,4,,PCIe4,GPU MLP
4x12-ch DDR5+RTX 4060@PCIe5,CPU+GPU,20300,2269.2520775623266,4.278189396747922,100,RTX 4060,EPYC-12ch,1,4,,PCIe5,GPU MLP
4x12-ch DDR5+RTX 4060@NVLink,CPU+GPU,20300,2269.2520775623266,3.4868057878590326,100,RTX 4060,EPYC-12ch,1,4,,NVLink,GPU MLP
8x12-ch DDR5+RTX 4060@PCIe4,CPU+GPU,40300,2269.2520775623266,4.328018752709615,100,RTX 4060,EPYC-12ch,1,8,,PCIe4,GPU MLP
8x12-ch DDR5+RTX 4060@PCIe5,CPU+GPU,40300,2269.2520775623266,3.4760507527096145,100,RTX 4060,EPYC-12ch,1,8,,PCIe5,GPU MLP
8x12-ch DDR5+RTX 4060@NVLink,CPU+GPU,40300,2269.2520775623266,2.6846671438207257,100,RTX 4060,EPYC-12ch,1,8,,NVLink,GPU MLP
16x12-ch DDR5+RTX 4060@PCIe4,CPU+GPU,80300,2269.2520775623266,3.9227576761338954,100,RTX 4060,EPYC-12ch,1,16,,PCIe4,GPU MLP
16x12-ch DDR5+RTX 4060@PCIe5,CPU+GPU,80300,2269.2520775623266,3.070789676133895,100,RTX 4060,EPYC-12ch,1,16,,PCIe5,GPU MLP
16x12-ch DDR5+RTX 4060@NVLink,CPU+GPU,80300,2269.2520775623266,2.2794060672450063,100,RTX 4060,EPYC-12ch,1,16,,NVLink,GPU MLP
1x12-ch DDR5+RTX PRO 4500@PCIe4,CPU+GPU,5980,644.8942869995502,9.00536457142857,100,RTX PRO 4500,EPYC-12ch,1,1,,PCIe4,CPU embed
1x12-ch DDR5+RTX PRO 4500@PCIe5,CPU+GPU,5980,644.8942869995502,8.153396571428571,100,RTX PRO 4500,EPYC-12ch,1,1,,PCIe5,CPU embed
1x12-ch DDR5+RTX PRO 4500@NVLink,CPU+GPU,5980,644.8942869995502,7.362012962539682,100,RTX PRO 4500,EPYC-12ch,1,1,,NVLink,CPU embed
2x12-ch DDR5+RTX PRO 4500@PCIe4,CPU+GPU,10700,1276.4478476264871,5.86284109362868,100,RTX PRO 4500,EPYC-12ch,1,2,,PCIe4,CPU embed
2x12-ch DDR5+RTX PRO 4500@PCIe5,CPU+GPU,10700,1276.4478476264871,5.01087309362868,100,RTX PRO 4500,EPYC-12ch,1,2,,PCIe5,CPU embed
2x12-ch DDR5+RTX PRO 4500@NVLink,CPU+GPU,10700,1276.4478476264871,4.219489484739791,100,RTX PRO 4500,EPYC-12ch,1,2,,NVLink,CPU embed
4x12-ch DDR5+RTX PRO 4500@PCIe4,CPU+GPU,20700,2403.846153846154,4.275157396747922,100,RTX PRO 4500,EPYC-12ch,1,4,,PCIe4,transfer
4x12-ch DDR5+RTX PRO 4500@PCIe5,CPU+GPU,20700,2526.490217940834,3.423189396747922,100,RTX PRO 4500,EPYC-12ch,1,4,,PCIe5,CPU embed
4x12-ch DDR5+RTX PRO 4500@NVLink,CPU+GPU,20700,2526.490217940834,2.6318057878590326,100,RTX PRO 4500,EPYC-12ch,1,4,,NVLink,CPU embed
8x12-ch DDR5+RTX PRO 4500@PCIe4,CPU+GPU,40700,2403.846153846154,3.473018752709615,100,RTX PRO 4500,EPYC-12ch,1,8,,PCIe4,transfer
8x12-ch DDR5+RTX PRO 4500@PCIe5,CPU+GPU,40700,4311.578947368421,2.6210507527096145,100,RTX PRO 4500,EPYC-12ch,1,8,,PCIe5,GPU MLP
8x12-ch DDR5+RTX PRO 4500@NVLink,CPU+GPU,40700,4311.578947368421,1.8296671438207257,100,RTX PRO 4500,EPYC-12ch,1,8,,NVLink,GPU MLP
16x12-ch DDR5+RTX PRO 4500@PCIe4,CPU+GPU,80700,2403.846153846154,3.0677576761338954,100,RTX PRO 4500,EPYC-12ch,1,16,,PCIe4,transfer
16x12-ch DDR5+RTX PRO 4500@PCIe5,CPU+GPU,80700,4311.578947368421,2.215789676133895,100,RTX PRO 4500,EPYC-12ch,1,16,,PCIe5,GPU MLP
16x12-ch DDR5+RTX PRO 4500@NVLink,CPU+GPU,80700,4311.578947368421,1.4244060672450063,100,RTX PRO 4500,EPYC-12ch,1,16,,NVLink,GPU MLP
1x12-ch DDR5+RTX 4090@PCIe4,CPU+GPU,7080,644.8942869995502,8.495608473867595,100,RTX 4090,EPYC-12ch,1,1,,PCIe4,CPU embed
1x12-ch DDR5+RTX 4090@PCIe5,CPU+GPU,7080,644.8942869995502,7.643640473867595,100,RTX 4090,EPYC-12ch,1,1,,PCIe5,CPU embed
1x12-ch DDR5+RTX 4090@NVLink,CPU+GPU,7080,644.8942869995502,6.852256864978706,100,RTX 4090,EPYC-12ch,1,1,,NVLink,CPU embed
2x12-ch DDR5+RTX 4090@PCIe4,CPU+GPU,11800,1276.4478476264871,5.353084996067705,100,RTX 4090,EPYC-12ch,1,2,,PCIe4,CPU embed
2x12-ch DDR5+RTX 4090@PCIe5,CPU+GPU,11800,1276.4478476264871,4.501116996067704,100,RTX 4090,EPYC-12ch,1,2,,PCIe5,CPU embed
2x12-ch DDR5+RTX 4090@NVLink,CPU+GPU,11800,1276.4478476264871,3.709733387178815,100,RTX 4090,EPYC-12ch,1,2,,NVLink,CPU embed
4x12-ch DDR5+RTX 4090@PCIe4,CPU+GPU,21800,2403.846153846154,3.765401299186946,100,RTX 4090,EPYC-12ch,1,4,,PCIe4,transfer
4x12-ch DDR5+RTX 4090@PCIe5,CPU+GPU,21800,2526.490217940834,2.9134332991869463,100,RTX 4090,EPYC-12ch,1,4,,PCIe5,CPU embed
4x12-ch DDR5+RTX 4090@NVLink,CPU+GPU,21800,2526.490217940834,2.122049690298057,100,RTX 4090,EPYC-12ch,1,4,,NVLink,CPU embed
8x12-ch DDR5+RTX 4090@PCIe4,CPU+GPU,41800,2403.846153846154,2.963262655148639,100,RTX 4090,EPYC-12ch,1,8,,PCIe4,transfer
8x12-ch DDR5+RTX 4090@PCIe5,CPU+GPU,41800,4807.692307692308,2.111294655148639,100,RTX 4090,EPYC-12ch,1,8,,PCIe5,transfer
8x12-ch DDR5+RTX 4090@NVLink,CPU+GPU,41800,5000.715723106106,1.31991104625975,100,RTX 4090,EPYC-12ch,1,8,,NVLink,CPU embed
16x12-ch DDR5+RTX 4090@PCIe4,CPU+GPU,81800,2403.846153846154,2.5580015785729198,100,RTX 4090,EPYC-12ch,1,16,,PCIe4,transfer
16x12-ch DDR5+RTX 4090@PCIe5,CPU+GPU,81800,4807.692307692308,1.7060335785729195,100,RTX 4090,EPYC-12ch,1,16,,PCIe5,transfer
16x12-ch DDR5+RTX 4090@NVLink,CPU+GPU,81800,9303.93351800554,0.9146499696840307,100,RTX 4090,EPYC-12ch,1,16,,NVLink,GPU MLP
1x12-ch DDR5+RTX 5090@PCIe4,CPU+GPU,7780,644.8942869995502,8.399174095238095,100,RTX 5090,EPYC-12ch,1,1,,PCIe4,CPU embed
1x12-ch DDR5+RTX 5090@PCIe5,CPU+GPU,7780,644.8942869995502,7.547206095238095,100,RTX 5090,EPYC-12ch,1,1,,PCIe5,CPU embed
